,Id,Review,Components,Delivery and Customer Support,Design and Aesthetics,Dimensions,Features,Functionality,Installation,Material,Price,Quality,Usability,Polarity,Words_in_Numbers
1077,1077,very strong box. definitely need a hex head to drive the bracket mounting screws. didn't like the angle of driving the screws. good solid box.,0,0,0,0,0,0,0,0,0,1,0,1,"[8432, 7459, 1957, 4906, 3, 3550, 3501, 7944, 2337, 7801, 856, 4814, 4303, 7801, 284, 5083, 2343, 7801, 3265, 7095]"
1078,1078,"item is nice, but there was one problem it came in folded in a plastic bag, which is a problem im used to the roll so its not creased and folded. overall good quality but one thing is that.",0,1,0,0,0,0,0,0,0,1,0,0,"[3999, 3981, 994, 7819, 8541, 5122, 5777, 3996, 1045, 3773, 3004, 3773, 3, 5553, 8663, 3981, 3, 5777, 3732, 8334, 7944, 7801, 6436, 7062, 4003, 4994, 1748, 278, 5228, 3265, 5930, 994, 5122, 7844, 3981]"
1079,1079,"Hardest job was prying out the old electric box. Once done the new ceiling brace fit in easily and qwas easy to tighten. Prongs dig into joist, assuring a tight, vibration-free fit.",0,0,0,1,0,0,0,0,0,0,1,1,"[3466, 4049, 8541, 5855, 5204, 7801, 5109, 2451, 5121, 2265, 7801, 4943, 1152, 853, 2894, 3773, 2403, 278, 5957, 2407, 7944, 5815, 2132, 3946, 443, 3]"
1080,1080,"The camera works great, picture is crystal clear.",0,0,0,0,0,1,0,0,0,0,0,1,"[7801, 1046, 8790, 5487, 3981, 1796]"
1081,1081,"All likes . These nails work well with my framing nailer. No jams. I'm building my dream home so I'm going through a lot of nails. They have great holding power,dont bend very easily. Also if you decide to take apart whatever you used these nails on good luck. A claw hammer ain't gonna do it.",0,0,0,0,0,1,0,0,0,1,0,1,"[213, 4306, 7828, 4867, 8776, 8628, 8739, 4851, 3069, 4972, 947, 4851, 2317, 3611, 7062, 3256, 7879, 3, 4414, 5083, 7831, 3488, 3315, 3603, 669, 8432, 236, 3723, 8870, 1913, 7944, 7674, 324, 8647, 8870, 8334, 7828, 4867, 5118, 3265, 3, 1305, 3421, 3264, 2245]"
1082,1082,PVC pipe cutter is very nice. Easy-to-use.,0,0,0,0,0,0,0,0,0,0,1,1,"[5913, 5510, 1842, 3981, 8432]"
1083,1083,Great little combo pack for the price,0,0,0,0,0,0,0,0,1,0,0,1,"[3315, 4349, 1423, 5255, 3024, 7801, 5752]"
1084,1084,Flushes with good force. Delta is making some nice toilets!,0,0,0,0,0,1,0,0,0,0,0,1,"[2991, 8739, 3265, 1992, 3981, 4496, 7105, 4954]"
1085,1085,"The slotted plastic connector that holds and separates the incoming wires is not referenced in the instructions. It seems the flange on the connector would go outside the junctions box, or ?I found it easier to go up into my attic to remove and old light box hanger and place this one over the ceiling hole. I'm pretty ham-handed and didn't want to tear the ceiling hole any larger. I was I could leave the bracket on the rod so I wouldn't have to take a chance on bending it to remove it and reposition it on the rod to face down. But it came off and went back on easily. A good product that works.",0,0,0,1,0,1,1,0,0,0,0,1,"[7801, 7009, 5553, 1548, 7796, 3604, 278, 6720, 7801, 3790, 8731, 3981, 4994, 6114, 3773, 7801, 3996, 6678, 7801, 2912, 5118, 7801, 1548, 8813, 3249, 5221, 7801, 4077, 5167, 3055, 3996, 2401, 7944, 3249, 8290, 3946, 4851, 468, 7944, 6206, 278, 5109, 4292, 844, 3449, 278, 5530, 7856, 5122, 5227, 7801, 1152, 5743, 278, 8522, 7944, 7713, 7801, 1152, 3605, 313, 3706, 8541, 3706, 1677, 4246, 7801, 856, 5118, 7801, 6433, 7062, 3706, 3488, 7944, 7674, 3, 1188, 5118, 670, 3996, 7944, 6206, 3996, 278, 6261, 3996, 5118, 7801, 6433, 7944, 2721, 994, 3996, 1045, 5085, 278, 8637, 520, 5118, 3, 3265, 5790, 7796]"
1086,1086,Great design! They should last a lifetime!,0,0,1,0,0,0,0,0,0,1,0,1,"[3315, 7831, 6853, 4193, 3]"
1087,1087,With an oddly shaped yard this sprinkler is perfect for controlling the spray in several ways!  love it!,0,0,0,0,0,0,0,0,0,0,1,1,"[8739, 271, 5079, 6777, 8850, 7856, 7250, 3981, 5414, 3024, 1612, 7801, 7231, 3773, 6752, 4422]"
1088,1088,"I have not needed to use them yet. They seem really strong to hold anything I need, though. I will probably use them for craft projects. I don't know what else to tell you. They're not exactly something anyone would use on a daily basis.",0,0,0,0,0,0,0,0,0,1,0,1,"[3706, 3488, 4994, 4908, 7944, 8330, 7809, 7831, 6675, 6032, 7459, 7944, 3600, 318, 3706, 3706, 8703, 5776, 8330, 7809, 3024, 1723, 3706, 4141, 8646, 2472, 7944, 7739, 4994, 2611, 7109, 317, 8813, 8330, 5118, 3, 1855]"
1089,1089,"Not that great, broken after brief use. Also instructions did not cover adjusting the tool up or down for different sized rings.Quick note, the jaw failed due to the heat treatment being rushed, I've seen this on a lot of cheap import tools. Large metal grains at the break are what give that failure away.*Edit: December 2020, selling company has started trying to get me to take down the negative review offering me discounts, credits, and other incentives.Look, your tool broke under normal usage conditions due to poor craftsmanship. Stand behind it and own your failure. If you want to make it right, figure out where the process went wrong and fix it.",1,0,0,0,0,0,0,0,0,1,0,0,"[4994, 7796, 908, 159, 892, 236, 3900, 2115, 4994, 1702, 119, 7801, 7978, 8290, 5167, 2288, 3024, 2126, 6939, 7801, 4032, 2737, 2364, 7944, 7801, 3514, 8063, 657, 6679, 7856, 5118, 3, 4414, 5083, 1214, 3751, 4190, 4640, 3291, 448, 7801, 877, 376, 8646, 3225, 7796, 2740, 1908, 6697, 1451, 3478, 7329, 8111, 7944, 3207, 4583, 7944, 7674, 2288, 7801, 4916, 6369, 5090, 4583, 278, 5197, 8874, 7978, 907, 8197, 4987, 8326, 1521, 2364, 7944, 5643, 7313, 654, 3996, 278, 5248, 8874, 3723, 8870, 8522, 7944, 4494, 3996, 2835, 5204, 8658, 7801, 5784, 8637, 8834, 278, 2900]"
1090,1090,Exactly as expected. Seems solid.,0,0,0,0,0,0,0,0,0,1,0,1,"[2611, 409, 6678]"
1091,1091,They look great but have to use an extra cushion on top of the bottom to sit comfortably.,0,0,1,0,0,0,0,0,0,0,1,1,"[7831, 4392, 3315, 994, 3488, 7944, 8330, 271, 2703, 1820, 5118, 7983, 5083, 7801, 821, 7944, 6927]"
1092,1092,The cushions fit well. Well worth the cost.,0,0,0,1,0,0,0,0,1,0,0,1,"[7801, 1822, 2894, 8628, 8807, 7801]"
1093,1093,The nails done the job but they are to expensive!!,0,0,0,0,0,0,0,0,1,0,0,0,"[7801, 4867, 2265, 7801, 4049, 994, 7831, 376, 7944]"
1094,1094,Perfect - ease of use and installation.,0,0,0,0,0,0,1,0,0,0,1,1,"[5414, 2399, 5083, 8330, 278]"
1095,1095,They work perfectly. I bought some 20$ sprinkler on here and it just stopped spinning after 4 hours of use.But these never stop. It works exactly as advertised from the time you turn it on to the time you turn it off. I can't even explain how ecstatic I am to have one of these at half the price amof that advertised garbage sprinkler.,0,0,0,0,0,1,0,0,0,0,0,1,"[7831, 8776, 3706, 827, 7105, 7250, 5118, 3544, 278, 3996, 4081, 7397, 7195, 159, 3658, 5083, 7828, 4942, 3996, 8790, 2611, 409, 135, 3097, 7801, 7918, 8870, 8131, 3996, 5118, 7944, 7801, 7918, 8870, 8131, 3996, 3706, 2588, 2681, 3670, 2422, 3706, 246, 7944, 3488, 5122, 5083, 7828, 448, 3416, 7801, 5752, 260, 7796, 135, 3162]"
1096,1096,Works great for irrigation/sprinkler systems. I'm not sure if the blade is replaceable or not but I hope so.,0,0,0,0,0,1,0,0,0,0,0,1,"[8790, 3315, 3024, 4994, 7589, 3723, 7801, 732, 3981, 6242, 5167, 4994, 994, 3706, 3634]"
1097,1097,ABSOLUTELY beautiful cushions!,0,0,1,0,0,0,0,0,0,0,0,1,"[15, 622]"
1098,1098,Materials came quickly and the screen was easy to install with the tool provided.,0,0,0,0,0,0,1,0,0,0,0,1,"[4568, 1045, 5944, 278, 7801, 6606, 8541, 2407, 7944, 3878, 8739, 7801, 7978]"
1099,1099,"As far as toilets go, this one seems to be very good.This is the second one I have bought and installed. They seem to work very well. I would strongly recommend this toilet. The price is right and with the rebate we get from our water district, the price for the toilet is excellent.",0,0,0,0,0,1,0,0,1,1,0,1,"[409, 2762, 409, 7958, 7856, 5122, 6678, 7944, 605, 8432, 3981, 7801, 6651, 5122, 3706, 3488, 827, 278, 7831, 6675, 7944, 8776, 8432, 3706, 8813, 7463, 6078, 7856, 7801, 5752, 3981, 6397, 278, 8739, 7801, 6046, 8587, 3207, 3097, 5201, 8566, 7801, 5752, 3024, 7801, 7957, 3981]"
1100,1100,I have the same comparable pack of Bessey clamps and these are better! They feel more heavy duty but the best part is the grip. So much easier to tighten these down as the grip is rubber not wood. They can be had for cheaper than $30 if you keep an eye out.,0,0,0,0,0,1,0,0,0,0,1,1,"[3706, 3488, 7801, 6531, 1452, 5255, 5083, 680, 1293, 278, 7828, 376, 7831, 2802, 4788, 3522, 2381, 994, 7801, 682, 5312, 3981, 7801, 7062, 4833, 2401, 7944, 7902, 7828, 2288, 409, 7801, 3334, 3981, 6481, 4994, 7831, 1059, 605, 3409, 3024, 1215, 7786, 3723, 8870, 4087, 271, 2708]"
1101,1101,"I would have given them 5 stars but one if them has a defect on the release for stationary side. It still works but is very difficult to release. Takes getting used to releasing the clamp from your work piece as the release lever is not like others, but it is strong.",0,0,0,0,0,0,0,0,0,1,1,0,"[3706, 8813, 3488, 3226, 7809, 7327, 994, 5122, 3723, 7809, 3478, 3, 1942, 5118, 7801, 6169, 3024, 7340, 3996, 7380, 8790, 994, 3981, 8432, 2128, 7944, 7677, 3210, 8334, 7944, 6172, 7801, 1289, 3097, 8874, 8776, 5491, 409, 7801, 6169, 4277, 3981, 4994, 4303, 994, 3996, 3981]"
1102,1102,"Poor casting, poor machining, weak jaws.  Going to return.  Fooled by Bessey name that was previously well respected.",1,0,0,0,0,0,0,0,0,1,0,0,"[5643, 5643, 8588, 3256, 7944, 3015, 1013, 680, 4870, 7796, 8541, 5750, 8628]"
1103,1103,"I replaced an American Standard single flush toilet that was at least 15 yrs old and still functioned very well. After visual inspection the Cadet 3 toilet installed easily. For the 1st hour after install, the toilet kept running so then adjustment was made to the fill valve. When that problem was resolved, the tank started randomly refilling. I then called American Standard Customer Care Line and couldn't hold on any longer after 15 min. I then went on to read the negative reviews and gathered ""the silicone seal was probably sitting too long in a warehouse""? I read that possibly a replacement flush valve seal #7381042-0070A is needed. This is my first negative review that I've ever written for any Home Depot product.",0,0,0,0,0,1,1,0,0,0,0,0,"[3706, 6243, 271, 257, 7314, 6918, 2988, 7957, 7796, 8541, 448, 4244, 8884, 5109, 278, 7380, 3121, 8432, 159, 8475, 3874, 7801, 1025, 7957, 3882, 3024, 7801, 3657, 159, 7801, 7957, 4092, 6497, 7062, 7816, 120, 8541, 4465, 7944, 7801, 2844, 8655, 7796, 5777, 8541, 7801, 7692, 7329, 5990, 3706, 7816, 1039, 257, 7314, 1830, 1096, 4325, 278, 3600, 5118, 313, 4387, 159, 3706, 7816, 8637, 5118, 7944, 6020, 7801, 4916, 6374, 278, 3178, 6898, 6629, 8541, 5776, 6931, 7976, 4386, 3773, 3, 3706, 6020, 7796, 5670, 3, 6244, 2988, 8379, 6629, 3981, 7856, 3981, 4851, 2888, 4916, 6369, 7796, 2595, 8833, 3024, 313, 3611, 2023]"
1104,1104,"Easy to install, nice rubber rubbing, tool included, follow the instructions and you'll get a nice finished screen.",0,0,0,0,0,0,1,1,0,0,0,1,"[2407, 7944, 4954, 6481, 7978, 3009, 7801, 3900, 278, 3207, 3, 4954, 2868]"
1105,1105,The screen kit was as advertised. Works well. Only complaint is the long wait.,0,0,0,0,0,1,0,0,0,0,0,1,"[7801, 6606, 4119, 8541, 409, 8790, 5130, 1474, 3981, 7801, 4386]"
1106,1106,As expected. Great quality.,0,0,0,0,0,0,0,0,0,1,0,1,"[409, 3315]"
1107,1107,They fade easily if you have them in the sun all day. I didn't notice how faded they got until I bought 4 new ones.,0,0,0,0,0,0,0,0,0,1,0,0,"[7831, 2732, 2403, 3723, 8870, 3488, 7809, 3773, 7801, 7556, 213, 3706, 5002, 3670, 2733, 7831, 3274, 8277, 3706, 827, 4943]"
1108,1108,"Very sharp,Worked even better than I expected.Great purchase.",1,0,0,0,0,1,0,0,0,0,0,1,"[8432, 2588, 684, 7786, 3706]"
1109,1109,These cushions are just beautiful and they made my patio look so new and fresh.,0,0,1,0,0,0,0,0,0,0,0,1,"[7828, 1822, 376, 4081, 622, 278, 7831, 4465, 4851, 5349, 4392, 7062, 4943, 278]"
1110,1110,"This is the second purchase of this product from Lowes. We made the second purchase because we are very satisfied with the first purchase. These security cameras are very easy to install and activate and the quality of the sound, day and night vision with zoom are very clear. The two way audio is great. Jim.",0,0,0,0,1,0,0,0,0,1,0,1,"[7856, 3981, 7801, 6651, 5892, 5083, 7856, 5790, 3097, 8587, 4465, 7801, 6651, 5892, 626, 8587, 376, 8432, 6547, 8739, 7801, 2888, 7828, 6664, 1047, 376, 8432, 2407, 7944, 3878, 278, 69, 278, 7801, 5930, 5083, 7801, 1885, 278, 4961, 8470, 8739, 8899, 376, 8432, 7801, 8151, 8583, 475, 3981]"
1111,1111,Beautiful and great material,0,0,1,0,0,0,0,1,0,0,0,1,"[622, 278, 3315, 4565]"
1112,1112,RUNS VERY SMOOTH AND COVERS VERY WELL!,0,0,0,0,0,1,0,0,0,0,0,1,"[6498, 8432, 7031, 278, 1708, 8432]"
1113,1113,Great price for an easy to use item.  I needed something simple to hold two pieces in place while the epoxy set.  Worked PERFECTLY!,0,0,0,0,0,1,0,0,1,0,1,1,"[3315, 5752, 3024, 271, 2407, 7944, 8330, 3706, 4908, 7109, 6907, 7944, 3600, 8151, 5492, 3773, 5530, 8665, 7801, 2550, 8780]"
1114,1114,Excellent! We make signs and the porter-cable equipment works well in our application.,0,0,0,0,0,1,0,0,0,0,0,1,"[8587, 4494, 6896, 278, 7801, 2555, 8790, 8628, 3773, 5201]"
1115,1115,Not as sturdy as I hoped. Good for small projects,0,0,0,0,0,0,0,0,0,1,0,0,"[4994, 409, 7489, 409, 3706, 3265, 3024, 7017, 5807]"
1116,1116,"It works okay, just make sure the pipe is perpendicular to the blade before you squeeze. My first few cuts were uneven.  Placing the pipe cutter and pipe on the floor or counter top worked better for me.",0,0,0,0,0,1,0,0,0,0,0,1,"[3996, 8790, 4081, 4494, 7589, 7801, 5510, 3981, 5437, 7944, 7801, 732, 643, 8870, 4851, 2888, 2819, 1841, 8639, 5535, 7801, 5510, 1842, 278, 5510, 5118, 7801, 2964, 5167, 1681, 7983, 8780, 684, 3024]"
1117,1117,Value for the money,0,0,0,0,0,0,0,0,1,0,0,1,"[8376, 3024, 7801, 4768]"
1118,1118,Works well but plastic is not strong. I don't expect it to last very long without more than expected TLC,0,0,0,0,0,1,0,1,0,1,0,0,"[8790, 8628, 994, 5553, 3981, 4994, 3706, 2668, 3996, 7944, 4193, 8432, 4386, 8741, 4788, 7786, 2670, 7942]"
1119,1119,"I really like this Auto Drive 8 pattern nozzle,its heavy duty and very well made. It's not flimsy at all. Its comfortable to hold. You turn it on/off by sliding the bar up or down with your thumb. You turn the dial to pick from eight different options to spray in a pattern that you choose. This is easy to use and it's easy to attach the nozzle to the hose. I recommend this nozzle because it's well made, easy to use and its comfortable to hold on to. It's very stylish, it can only be used with cold water. It has a working pressure of 60 psi and burst pressure of 200 psi. I also like that it has an easy dial with eight options.See more",0,0,0,0,0,0,0,0,0,1,1,1,"[3706, 6032, 4303, 7856, 481, 2337, 5352, 3522, 2381, 278, 8432, 8628, 4994, 2950, 448, 4003, 1429, 7944, 8870, 8131, 3996, 1013, 6987, 7801, 561, 8290, 5167, 2288, 8739, 8874, 8870, 8131, 7801, 2110, 7944, 5475, 3097, 2441, 2126, 5164, 7944, 7231, 3773, 3, 5352, 7796, 8870, 7856, 3981, 2407, 7944, 8330, 278, 2407, 7944, 453, 7801, 5022, 7944, 7801, 3706, 6078, 7856, 5022, 626, 8628, 2407, 7944, 8330, 278, 4003, 1429, 7944, 3600, 5118, 8432, 3996, 1059, 5130, 605, 8334, 8739, 1393, 3996, 3478, 3, 8783, 5737, 5083, 5858, 278, 982, 5737, 5083, 3706, 236, 4303, 7796, 3996, 3478, 271, 2407, 2110, 8739, 2441, 4788]"
1120,1120,"Due to a remodel on the bathroom, this toilet was professionally assembled and installed.  This toilet is located in the master bathroom. Only 2 people use it, the teenagers do not even get to use it. All that to say, this toilet clogs nearly everyday! It is terrible for clearing the clogs, we're talking up to 15 minutes with the plunger and all I did was pee. Something is WAY off here. I do not recommend this toilet.",0,0,0,0,0,1,0,0,0,1,0,0,"[2364, 7944, 3, 6196, 5118, 7801, 7856, 7957, 8541, 5797, 420, 278, 7856, 7957, 3981, 4366, 3773, 7801, 4558, 5130, 5409, 8330, 7801, 7729, 2245, 4994, 2588, 3207, 7944, 8330, 213, 7796, 7944, 7856, 7957, 1352, 4894, 3996, 3981, 7768, 3024, 1325, 7801, 7685, 8290, 7944, 4698, 8739, 7801, 5597, 278, 213, 3706, 2115, 8541, 7109, 3981, 8583, 5085, 3706, 2245, 4994, 6078, 7856]"
1121,1121,These are used to hold my backdrops for photography and have been great!!,0,0,0,0,0,1,0,0,0,0,0,1,"[7828, 376, 8334, 7944, 3600, 4851, 524, 3024, 5468, 278, 3488, 639]"
1122,1122,Good c clamps for the money !,0,0,0,0,0,0,0,0,1,0,0,1,"[3265, 1016, 1293, 3024, 7801, 4768]"
1123,1123,Easy and affordable!!,0,0,0,0,0,0,0,0,1,0,0,1,"[2407, 278]"
1124,1124,The ring device didn't stay charged over night even with a solar panel charger hooked up to it.It didn't stay connected to the internet.The picture at night is distorted.,1,0,0,0,0,0,0,0,0,1,0,0,"[7801, 6401, 2096, 7344, 1201, 5227, 4961, 2588, 8739, 3, 7087, 5290, 1202, 3630, 8290, 7944, 7344, 1543, 7944, 7801, 5487, 448, 4961, 3981]"
1125,1125,First time user very easy to use,0,0,0,0,0,0,0,0,0,0,1,1,"[2888, 7918, 8343, 8432, 2407, 7944, 8330]"
1126,1126,Great value! Cheerful print. Brings a touch of light to the entryway,0,0,0,0,0,0,0,0,1,0,0,1,"[3315, 1227, 903, 3, 8003, 5083, 4292, 7944, 7801, 2544]"
1127,1127,Easy to use and store,0,0,0,0,0,0,0,0,0,0,1,1,"[2407, 7944, 8330, 278, 7402]"
1128,1128,Purchased this item to cut tubing for a dental unit. It cuts cleanly and precisely for replacing the vacuum lines on dental units.,0,0,0,0,0,1,0,0,0,0,0,1,"[5893, 7856, 3999, 7944, 1836, 8115, 3024, 3, 2004, 3996, 1841, 1315, 278, 5706, 3024, 6247, 7801, 8370, 4330, 5118, 2004]"
1129,1129,Great sprinkler. Has great range. Feels sturdy. Would recommend.,0,0,0,0,0,1,0,0,0,1,0,1,"[3315, 3478, 3315, 2805, 8813]"
1130,1130,Works fine. Good grip/tension.,0,0,0,0,0,1,0,0,0,0,0,1,"[8790, 3265]"
1131,1131,"This Kobalt pex cutter cuts up to 1 inch and feels really good in your hand, i believe this will cut down on hand fatigue. You can also replace the cutting blade.",0,0,0,0,1,0,0,0,0,0,1,1,"[7856, 4150, 5454, 1842, 1841, 8290, 7944, 3781, 278, 2805, 6032, 3265, 3773, 8874, 3706, 659, 7856, 8703, 1836, 2288, 5118, 3429, 8870, 1059, 236, 6241, 7801, 1844]"
1132,1132,Purchased 3 of these. They are clear and have a good picture. Identifying a person or license plate tho is limited to about 20 feet out. All in all they do a good job. The cameras can be a bit temperamental but not uncommon with anything running on wi-fi,0,0,0,0,0,0,0,0,0,1,0,1,"[5893, 5083, 7831, 376, 1321, 278, 3488, 3, 3265, 3720, 3, 5441, 5167, 4282, 5555, 7857, 3981, 4321, 7944, 8, 2807, 213, 3773, 213, 7831, 2245, 3, 3265, 7801, 1047, 1059, 605, 3, 722, 7743, 994, 4994, 8194, 8739, 318, 6497, 5118]"
1133,1133,Fail. Didn't last.,0,0,0,0,0,0,0,0,0,1,0,0,[]
1134,1134,18 gauge brad nails worked great,0,0,0,0,0,1,0,0,0,0,0,1,"[3179, 859, 4867, 8780, 3315]"
1135,1135,The kobalt pex cutters worked great for me on a recent DIY job. They leave a clean straight cut which is needed for good coupler fitting. Works great on braided hose too! Changing blade is super easy but I have yet too cuz still very sharp after numerous cuts!,1,0,0,0,0,1,0,0,0,0,1,1,"[7801, 4150, 5454, 1843, 8780, 3315, 3024, 4583, 5118, 3, 6061, 2241, 7831, 4246, 3, 1310, 7412, 1836, 8663, 3981, 4908, 3024, 3265, 1690, 8790, 3315, 5118, 862, 3650, 1195, 732, 3981, 7567, 2407, 994, 3706, 3488, 8864, 7976, 1846, 7380, 8432, 6784, 159, 5033]"
1136,1136,Very cheaply made. Smallest nozzle wouldn't even work. Returned the set. Don't recommend.,0,0,0,0,0,1,0,0,0,1,0,0,"[8432, 1217, 7019, 5022, 2588, 6359, 7801]"
1137,1137,"It's a toilet, it works! The seat is a bit flimsy, but overall it accomplished the purpose",1,0,0,0,0,1,0,0,0,0,0,0,"[3, 3996, 7801, 6646, 3981, 3, 722, 994, 5228, 3996, 45, 7801, 5900]"
1138,1138,The sprinkler performs as well as Nelson Tractor. Great price. Love the design and color.See more,0,0,1,0,0,1,0,0,1,0,0,1,"[7801, 7250, 5427, 409, 8628, 409, 4923, 3315, 4422, 7801, 2043, 278, 4788]"
1139,1139,These are really pretty. They make our patio look beautiful!,0,0,1,0,0,0,0,0,0,0,0,1,"[7828, 376, 6032, 7831, 4494, 5201, 5349, 4392]"
1140,1140,"For someone who does not do much housework projects, easy to install and worked well to create a new screen.",0,0,0,0,0,1,1,0,0,0,0,1,"[3024, 7108, 8673, 2250, 4994, 2245, 4833, 3667, 2407, 7944, 3878, 278, 8780, 8628, 7944, 1750, 3, 4943]"
1141,1141,Extremely pleased with these outdoor cushions. High quality and beautiful,0,0,1,0,0,0,0,0,0,1,0,1,"[2705, 5571, 8739, 7828, 5208, 3562, 5930, 278, 622]"
1142,1142,"Easy to use. Kinda wimpy, but ok for now.",0,0,0,0,0,0,0,0,0,1,1,0,"[2407, 7944, 4114, 994, 5106, 3024]"
1143,1143,"I just completed a good amount of pex runs in my crawl space and fixed a few additional runs above ground and these crimpers did everything I needed at less than half the price of other tools. For DIY jobs and the home user, I find these sufficient.",0,0,0,0,0,0,0,0,1,0,0,1,"[3706, 4081, 1482, 3, 3265, 261, 5083, 5454, 6498, 3773, 4851, 1740, 7139, 278, 2902, 3, 2819, 94, 6498, 9, 3354, 278, 7828, 1765, 2115, 2600, 3706, 4908, 448, 4268, 7786, 3416, 7801, 5752, 5083, 5197, 3024, 2241, 4051, 278, 7801, 3611, 3706, 2856, 7828]"
1144,1144,Works as described. Has good weight to it.  Hose has to be one continuous length. If you put 2 hoses together unit will most likely stop at coupling and tear up your grass and mess  up the gears. Watch it's maiden voyage from time to time to work out any kinks. I have a 100 foot flat run. It takes about 3 or more hours to transverse. To many variables can affect the  auto water shut off on the unit so I use a faucet timer. I anticipate my water bill will be much higher  as this thing is designed to go slow using lots of water but you should end up with very green grass....,0,0,0,1,0,0,0,0,0,0,0,1,"[8790, 409, 3478, 3265, 8618, 7944, 3650, 3478, 7944, 605, 5122, 1598, 3723, 8870, 5907, 3652, 7950, 8235, 8703, 4801, 4305, 7396, 448, 1692, 278, 7713, 8290, 8874, 3302, 278, 4630, 8290, 7801, 8561, 4474, 8490, 3097, 7918, 7944, 7918, 7944, 8776, 5204, 313, 3706, 3488, 3, 3018, 2923, 3996, 7677, 8, 5167, 4788, 3658, 7944, 7944, 4532, 8387, 1059, 146, 7801, 481, 8566, 6872, 5085, 5118, 7801, 8235, 7062, 3706, 8330, 3, 2780, 3706, 303, 4851, 8566, 704, 8703, 605, 4833, 3564, 409, 7856, 7844, 3981, 2046, 7944, 3249, 7010, 8351, 4415, 5083, 8566, 994, 8870, 6853, 2502, 8290, 8739, 8432, 3323]"
1145,1145,Flushes very well. Good value for the price.  I will be buying another one.,0,0,0,0,0,1,0,0,1,0,0,1,"[2991, 8432, 3265, 8376, 3024, 7801, 3706, 8703, 605, 1008, 297]"
1146,1146,Very sturdy compared to the plastic one I replaced. Worked for me.,0,0,0,0,0,1,0,0,0,1,0,1,"[8432, 7489, 1456, 7944, 7801, 5553, 5122, 3706, 8780, 3024]"
1147,1147,"This is an excellent tool to have in your plumbing kit. Very well built and appears sturdy. I loved the interchangeable inserts for use multiple sized pipes. I highly recommend it, a must buy. Cheers",0,0,0,0,0,0,0,0,0,1,0,1,"[7856, 3981, 271, 2623, 7978, 7944, 3488, 3773, 8874, 5594, 8432, 8628, 950, 278, 339, 3706, 4423, 7801, 3926, 3866, 3024, 8330, 4839, 6939, 3706, 3567, 6078, 3, 4848, 1228]"
1148,1148,"I trusted the Shark Bite band and bought this cutter. I was sadly disappointed. While it cut Pex tubing OK, the cuts were usually crooked. And the blade would not enter to slot to complete the cut. On 3/4 inch Pex the cut was off square by 1/8 inch. I bought a Rigid cutter to replace this one, much better.",0,0,0,0,0,0,0,0,0,1,0,0,"[3706, 8107, 7801, 6781, 723, 551, 278, 827, 7856, 3706, 8541, 6514, 8665, 3996, 1836, 5454, 8115, 7801, 1841, 8639, 8354, 278, 7801, 732, 8813, 4994, 2529, 7944, 7007, 7944, 1481, 7801, 5118, 3781, 5454, 7801, 1836, 8541, 5085, 7268, 1013, 3706, 827, 3, 6399, 1842, 7944, 6241, 7856, 4833]"
1149,1149,I have multiple Dropcam cameras and they work wonderfully,0,0,0,0,0,1,0,0,0,0,0,1,"[3706, 3488, 4839, 2345, 1047, 278, 7831, 8776, 8760]"
1150,1150,"Overall it's easy to install and works fine. The big issue is that the water level in the bowl is so low that you will have constant excrement lining the sides of your bowl. Disgusting and poor design as American Standard states plainly that you can't adjust the water level in your bowl. Toilets have been around for how many years and you make it so the water level is only around 4"" at the bottom of the bowl? Oh, by the way we have two of them so it's not a fluke. Shame on you AS.",0,0,1,0,0,1,1,0,0,0,0,1,"[5228, 2407, 7944, 3878, 278, 8790, 7801, 696, 3991, 3981, 7796, 7801, 8566, 4274, 3773, 7801, 842, 3981, 7062, 4429, 7796, 8870, 8703, 3488, 1567, 2642, 4331, 7801, 6882, 5083, 8874, 2189, 278, 5643, 2043, 409, 257, 7314, 7336, 5537, 7796, 8870, 112, 7801, 8566, 4274, 3773, 8874, 7958, 3488, 639, 393, 3024, 3670, 4532, 8859, 278, 8870, 4494, 3996, 7062, 7801, 8566, 4274, 3981, 5130, 393, 448, 7801, 821, 5083, 7801, 1013, 7801, 8583, 8587, 3488, 8151, 5083, 7809, 7062, 4994, 3, 6773, 5118, 8870]"
1151,1151,Really happy with this oscillating sprinkler. It has great coverage and and disperses water very evenly across the yard.,0,0,0,0,0,1,0,0,0,0,0,1,"[6032, 3461, 8739, 7856, 5191, 3996, 3478, 3315, 1703, 278, 278, 2205, 8566, 8432, 2591, 64, 7801]"
1152,1152,The Bessey 4-1/2in. Light Duty Bench Vise with Swivel Base is great for my needs.  It works very well and very glad I bought it.,0,0,0,0,0,1,0,0,0,0,0,1,"[7801, 680, 4292, 2381, 667, 8464, 8739, 7636, 576, 3981, 3315, 3024, 4851, 3996, 8790, 8432, 8628, 278, 8432, 3232, 3706, 827]"
1153,1153,These clamps are great. They come in multiple sizes for any size job. The price was amazing. The clamp's hold even on slick surface and are easy to remove. They do not pop off when clamped. Great product.,0,0,0,0,0,1,0,0,1,0,1,1,"[7828, 1293, 376, 7831, 1425, 3773, 4839, 6940, 3024, 313, 6938, 7801, 5752, 8541, 7801, 3600, 2588, 5118, 6981, 7591, 278, 376, 2407, 7944, 7831, 2245, 4994, 5645, 5085, 8655, 3315]"
